"Year","Quarter","Expenditure"
1950,1,642
1950,2,587
1950,3,685
1950,4,474
1951,1,595
1951,2,539
1951,3,783
1951,4,579
1952,1,704
1952,2,778
1952,3,915
1952,4,710
1953,1,612
1953,2,537
1953,3,660
1953,4,629
1954,1,604
1954,2,658
1954,3,778
1954,4,756
1955,1,867
1955,2,650
1955,3,827
1955,4,652
1956,1,779
1956,2,869
1956,3,977
1956,4,877
1957,1,823
1957,2,726
1957,3,905
1957,4,709
1958,1,691
1958,2,753
1958,3,950
1958,4,798
1959,1,886
1959,2,918
1959,3,1034
1959,4,739
1960,1,679
1960,2,872
1960,3,1183
1960,4,838
1961,1,742
1961,2,890
1961,3,1068
1961,4,819
1962,1,869
1962,2,1007
1962,3,1083
1962,4,764
1963,1,1004
1963,2,972
1963,3,1016
1963,4,743
1964,1,961
1964,2,1081
1964,3,1256
1964,4,1034
1965,1,947
1965,2,971
1965,3,1094
1965,4,856
1966,1,944
1966,2,949
1966,3,1194
1966,4,923
1967,1,1104
1967,2,1182
1967,3,1313
1967,4,1233
1968,1,1177
1968,2,1144
1968,3,1402
1968,4,1261
1969,1,1103
1969,2,1136
1969,3,1353
1969,4,1297
1970,1,1387
1970,2,1351
1970,3,1414
1970,4,1174
1971,1,1307
1971,2,1264
1971,3,1567
1971,4,1326
1972,1,1296
1972,2,1391
1972,3,1494
1972,4,1444
1973,1,1460
1973,2,1396
1973,3,1583
1973,4,1366
1974,1,1385
1974,2,1355
1974,3,1624
1974,4,1498
1975,1,1465
1975,2,1608
1975,3,1706
1975,4,1531
1976,1,1476
1976,2,1491
1976,3,1730
1976,4,1508
1977,1,1660
1977,2,1559
1977,3,1784
1977,4,1570
1978,1,1668
1978,2,1637
1978,3,1827
1978,4,1704
1979,1,1757
1979,2,1756
1979,3,2066
1979,4,1693
1980,1,1800
1980,2,1877
1980,3,1990
1980,4,1760
1981,1,1961
1981,2,1906
1981,3,1917
1981,4,1827
1982,1,2003
1982,2,1890
1982,3,2142
1982,4,1999
1983,1,2000
1983,2,2002
1983,3,2151
1983,4,2005
1984,1,1974
1984,2,2031
1984,3,2331
1984,4,2097
1985,1,2268
1985,2,2152
1985,3,2382
1985,4,2303
1986,1,2313
1986,2,2125
1986,3,2407
1986,4,2168
1987,1,2349
1987,2,2347
1987,3,2473
1987,4,2322
1988,1,2402
1988,2,2451
1988,3,2628
1988,4,2353
1989,1,2425
1989,2,2327
1989,3,2503
1989,4,2380
1990,1,2519
1990,2,2576
1990,3,2738
1990,4,2346
1991,1,2466
1991,2,2621
1991,3,2902
1991,4,2693
1992,1,2626
1992,2,2935
1992,3,3173
1992,4,2906
1993,1,2948
1993,2,2870
1993,3,3154
1993,4,2904
1994,1,3033
1994,2,3095
1994,3,3204
1994,4,3170
1995,1,3247
1995,2,3114
1995,3,3186
1995,4,3078
1996,1,3194
1996,2,3290
1996,3,3270
1996,4,3184
1997,1,3270
1997,2,3345
1997,3,3564
1997,4,3359
1998,1,3348
1998,2,3301
1998,3,3507
1998,4,3316
1999,1,3367
1999,2,3389
1999,3,3753
1999,4,3649
2000,1,3555
2000,2,3665
2000,3,3940
2000,4,3628
2001,1,3682
2001,2,3832
2001,3,3947
2001,4,3779
2002,1,3978
2002,2,3839
2002,3,4170
2002,4,3944
2003,1,4058
2003,2,4161
2003,3,4371
2003,4,4204
2004,1,4219
2004,2,4364
2004,3,4517
2004,4,4453
2005,1,4431
2005,2,4381
2005,3,4639
2005,4,4406
2006,1,4523
2006,2,4535
2006,3,4809
2006,4,4573
2007,1,4553
2007,2,4597
2007,3,4959
2007,4,4659
2008,1,4720
2008,2,4725
2008,3,5151
2008,4,4965
2009,1,4900
2009,2,5005
2009,3,5161
2009,4,5071
2010,1,5303
2010,2,5292
2010,3,5417
2010,4,5367
2011,1,5339
2011,2,5423
2011,3,5625
2011,4,5409
2012,1,5489
2012,2,5720
2012,3,6054
2012,4,5759
2013,1,5812
2013,2,5870
2013,3,6199
2013,4,5914
2014,1,5900
2014,2,6021
2014,3,6340
2014,4,6133
2015,1,6359
2015,2,6336
2015,3,6557
2015,4,6375
2016,1,6569
2016,2,6430
2016,3,6778
2016,4,6605
2017,1,6677
2017,2,6672
2017,3,6986
2017,4,6910
2018,1,6848
2018,2,7058
2018,3,7341
2018,4,7061
2019,1,7227
2019,2,7395
2019,3,7582
2019,4,7308
2020,1,7526
2020,2,7567
2020,3,7827
2020,4,7570
