"Year","Quarter","Expenditure"
1950,1,837
1950,2,794
1950,3,764
1950,4,799
1951,1,831
1951,2,824
1951,3,729
1951,4,744
1952,1,801
1952,2,802
1952,3,816
1952,4,809
1953,1,841
1953,2,796
1953,3,786
1953,4,765
1954,1,806
1954,2,827
1954,3,798
1954,4,796
1955,1,805
1955,2,788
1955,3,718
1955,4,744
1956,1,791
1956,2,795
1956,3,761
1956,4,745
1957,1,783
1957,2,799
1957,3,769
1957,4,761
1958,1,848
1958,2,850
1958,3,825
1958,4,798
1959,1,822
1959,2,845
1959,3,900
1959,4,881
1960,1,935
1960,2,923
1960,3,905
1960,4,925
1961,1,1002
1961,2,973
1961,3,931
1961,4,877
1962,1,892
1962,2,868
1962,3,836
1962,4,849
1963,1,913
1963,2,863
1963,3,842
1963,4,831
1964,1,872
1964,2,866
1964,3,872
1964,4,866
1965,1,915
1965,2,896
1965,3,876
1965,4,874
1966,1,948
1966,2,928
1966,3,933
1966,4,909
1967,1,985
1967,2,951
1967,3,910
1967,4,873
1968,1,971
1968,2,917
1968,3,880
1968,4,906
1969,1,903
1969,2,883
1969,3,885
1969,4,881
1970,1,980
1970,2,985
1970,3,934
1970,4,878
1971,1,950
1971,2,928
1971,3,919
1971,4,897
1972,1,895
1972,2,865
1972,3,846
1972,4,864
1973,1,923
1973,2,990
1973,3,961
1973,4,998
1974,1,1070
1974,2,1102
1974,3,1057
1974,4,989
1975,1,1023
1975,2,1001
1975,3,949
1975,4,981
1976,1,1072
1976,2,1062
1976,3,1000
1976,4,1022
1977,1,1025
1977,2,1021
1977,3,999
1977,4,974
1978,1,1044
1978,2,1016
1978,3,1028
1978,4,1025
1979,1,1070
1979,2,1055
1979,3,1042
1979,4,1036
1980,1,1059
1980,2,1037
1980,3,1007
1980,4,1031
1981,1,1081
1981,2,1117
1981,3,1075
1981,4,1079
1982,1,1163
1982,2,1155
1982,3,1125
1982,4,1094
1983,1,1143
1983,2,1157
1983,3,1125
1983,4,1097
1984,1,1110
1984,2,1127
1984,3,1070
1984,4,1037
1985,1,1191
1985,2,1199
1985,3,1147
1985,4,1136
1986,1,1208
1986,2,1173
1986,3,1100
1986,4,1111
1987,1,1177
1987,2,1122
1987,3,1085
1987,4,1096
1988,1,1113
1988,2,1091
1988,3,1068
1988,4,1075
1989,1,1114
1989,2,1094
1989,3,1090
1989,4,1056
1990,1,1124
1990,2,1133
1990,3,1184
1990,4,1121
1991,1,1189
1991,2,1203
1991,3,1196
1991,4,1158
1992,1,1208
1992,2,1255
1992,3,1289
1992,4,1228
1993,1,1285
1993,2,1254
1993,3,1183
1993,4,1178
1994,1,1275
1994,2,1272
1994,3,1217
1994,4,1165
1995,1,1246
1995,2,1288
1995,3,1225
1995,4,1256
1996,1,1322
1996,2,1268
1996,3,1191
1996,4,1177
1997,1,1239
1997,2,1235
1997,3,1164
1997,4,1162
1998,1,1246
1998,2,1243
1998,3,1193
1998,4,1139
1999,1,1227
1999,2,1189
1999,3,1134
1999,4,1168
2000,1,1258
2000,2,1293
2000,3,1295
2000,4,1264
2001,1,1340
2001,2,1294
2001,3,1275
2001,4,1208
2002,1,1330
2002,2,1309
2002,3,1261
2002,4,1233
2003,1,1335
2003,2,1382
2003,3,1363
2003,4,1283
2004,1,1403
2004,2,1370
2004,3,1320
2004,4,1342
2005,1,1440
2005,2,1388
2005,3,1372
2005,4,1347
2006,1,1410
2006,2,1420
2006,3,1388
2006,4,1354
2007,1,1396
2007,2,1385
2007,3,1337
2007,4,1322
2008,1,1384
2008,2,1384
2008,3,1402
2008,4,1426
2009,1,1468
2009,2,1460
2009,3,1477
2009,4,1458
2010,1,1468
2010,2,1449
2010,3,1425
2010,4,1425
2011,1,1478
2011,2,1448
2011,3,1418
2011,4,1440
2012,1,1481
2012,2,1436
2012,3,1405
2012,4,1369
2013,1,1397
2013,2,1379
2013,3,1344
2013,4,1350
2014,1,1415
2014,2,1359
2014,3,1351
2014,4,1338
2015,1,1381
2015,2,1356
2015,3,1358
2015,4,1389
2016,1,1450
2016,2,1405
2016,3,1412
2016,4,1423
2017,1,1477
2017,2,1538
2017,3,1515
2017,4,1521
2018,1,1599
2018,2,1591
2018,3,1554
2018,4,1553
2019,1,1612
2019,2,1572
2019,3,1552
2019,4,1568
2020,1,1620
2020,2,1579
2020,3,1528
2020,4,1555
