"Year","Quarter","Expenditure"
1950,1,502
1950,2,424
1950,3,451
1950,4,457
1951,1,487
1951,2,456
1951,3,478
1951,4,452
1952,1,508
1952,2,444
1952,3,461
1952,4,463
1953,1,500
1953,2,458
1953,3,510
1953,4,513
1954,1,516
1954,2,460
1954,3,508
1954,4,497
1955,1,543
1955,2,481
1955,3,497
1955,4,507
1956,1,510
1956,2,476
1956,3,536
1956,4,530
1957,1,570
1957,2,502
1957,3,523
1957,4,530
1958,1,539
1958,2,468
1958,3,526
1958,4,522
1959,1,567
1959,2,523
1959,3,559
1959,4,529
1960,1,558
1960,2,532
1960,3,568
1960,4,570
1961,1,614
1961,2,540
1961,3,571
1961,4,586
1962,1,577
1962,2,535
1962,3,557
1962,4,559
1963,1,582
1963,2,531
1963,3,548
1963,4,562
1964,1,596
1964,2,527
1964,3,558
1964,4,561
1965,1,611
1965,2,540
1965,3,577
1965,4,621
1966,1,656
1966,2,590
1966,3,600
1966,4,582
1967,1,642
1967,2,598
1967,3,594
1967,4,592
1968,1,650
1968,2,589
1968,3,591
1968,4,612
1969,1,622
1969,2,570
1969,3,611
1969,4,637
1970,1,651
1970,2,573
1970,3,607
1970,4,610
1971,1,627
1971,2,594
1971,3,609
1971,4,613
1972,1,667
1972,2,570
1972,3,629
1972,4,648
1973,1,694
1973,2,633
1973,3,667
1973,4,666
1974,1,709
1974,2,598
1974,3,606
1974,4,659
1975,1,693
1975,2,601
1975,3,630
1975,4,664
1976,1,704
1976,2,586
1976,3,639
1976,4,659
1977,1,690
1977,2,635
1977,3,670
1977,4,665
1978,1,703
1978,2,626
1978,3,647
1978,4,637
1979,1,710
1979,2,646
1979,3,678
1979,4,692
1980,1,703
1980,2,624
1980,3,640
1980,4,665
1981,1,683
1981,2,637
1981,3,662
1981,4,662
1982,1,729
1982,2,641
1982,3,677
1982,4,685
1983,1,712
1983,2,701
1983,3,693
1983,4,683
1984,1,723
1984,2,657
1984,3,682
1984,4,687
1985,1,712
1985,2,648
1985,3,681
1985,4,699
1986,1,755
1986,2,685
1986,3,713
1986,4,713
1987,1,710
1987,2,659
1987,3,690
1987,4,714
1988,1,729
1988,2,679
1988,3,697
1988,4,719
1989,1,719
1989,2,677
1989,3,709
1989,4,738
1990,1,764
1990,2,721
1990,3,732
1990,4,706
1991,1,738
1991,2,703
1991,3,743
1991,4,749
1992,1,746
1992,2,697
1992,3,703
1992,4,731
1993,1,760
1993,2,722
1993,3,757
1993,4,744
1994,1,764
1994,2,693
1994,3,726
1994,4,760
1995,1,760
1995,2,710
1995,3,733
1995,4,748
1996,1,778
1996,2,705
1996,3,730
1996,4,747
1997,1,774
1997,2,712
1997,3,747
1997,4,745
1998,1,777
1998,2,714
1998,3,756
1998,4,765
1999,1,796
1999,2,730
1999,3,788
1999,4,800
2000,1,811
2000,2,733
2000,3,770
2000,4,761
2001,1,803
2001,2,736
2001,3,755
2001,4,746
2002,1,784
2002,2,692
2002,3,747
2002,4,742
2003,1,805
2003,2,754
2003,3,777
2003,4,778
2004,1,825
2004,2,745
2004,3,790
2004,4,769
2005,1,808
2005,2,715
2005,3,735
2005,4,734
2006,1,773
2006,2,732
2006,3,745
2006,4,806
2007,1,820
2007,2,764
2007,3,778
2007,4,791
2008,1,797
2008,2,719
2008,3,762
2008,4,800
2009,1,825
2009,2,762
2009,3,814
2009,4,823
2010,1,857
2010,2,782
2010,3,803
2010,4,802
2011,1,831
2011,2,768
2011,3,792
2011,4,756
2012,1,793
2012,2,741
2012,3,765
2012,4,821
2013,1,831
2013,2,783
2013,3,818
2013,4,847
2014,1,835
2014,2,752
2014,3,784
2014,4,784
2015,1,820
2015,2,766
2015,3,806
2015,4,825
2016,1,860
2016,2,781
2016,3,793
2016,4,810
2017,1,860
2017,2,785
2017,3,787
2017,4,794
2018,1,827
2018,2,756
2018,3,778
2018,4,785
2019,1,843
2019,2,766
2019,3,775
2019,4,819
2020,1,854
2020,2,782
2020,3,786
2020,4,798
