"Year","Quarter","Expenditure"
1950,1,722
1950,2,801
1950,3,681
1950,4,665
1951,1,553
1951,2,702
1951,3,656
1951,4,572
1952,1,621
1952,2,831
1952,3,751
1952,4,735
1953,1,723
1953,2,899
1953,3,749
1953,4,661
1954,1,643
1954,2,867
1954,3,670
1954,4,622
1955,1,762
1955,2,875
1955,3,801
1955,4,768
1956,1,679
1956,2,882
1956,3,779
1956,4,801
1957,1,747
1957,2,926
1957,3,808
1957,4,873
1958,1,827
1958,2,1146
1958,3,831
1958,4,899
1959,1,902
1959,2,946
1959,3,800
1959,4,839
1960,1,862
1960,2,1133
1960,3,1049
1960,4,1089
1961,1,927
1961,2,1028
1961,3,931
1961,4,1007
1962,1,1038
1962,2,1174
1962,3,1109
1962,4,1159
1963,1,1216
1963,2,1361
1963,3,1361
1963,4,1375
1964,1,1276
1964,2,1351
1964,3,1280
1964,4,1188
1965,1,1167
1965,2,1273
1965,3,1230
1965,4,1293
1966,1,1170
1966,2,1389
1966,3,1205
1966,4,1319
1967,1,1284
1967,2,1450
1967,3,1230
1967,4,1247
1968,1,1217
1968,2,1403
1968,3,1377
1968,4,1314
1969,1,1364
1969,2,1459
1969,3,1235
1969,4,1398
1970,1,1315
1970,2,1601
1970,3,1458
1970,4,1469
1971,1,1460
1971,2,1633
1971,3,1474
1971,4,1493
1972,1,1489
1972,2,1664
1972,3,1532
1972,4,1405
1973,1,1406
1973,2,1569
1973,3,1457
1973,4,1530
1974,1,1446
1974,2,1652
1974,3,1564
1974,4,1699
1975,1,1650
1975,2,1845
1975,3,1763
1975,4,1745
1976,1,1646
1976,2,1870
1976,3,1731
1976,4,1816
1977,1,1744
1977,2,2047
1977,3,1984
1977,4,2007
1978,1,1973
1978,2,2038
1978,3,2054
1978,4,1983
1979,1,2037
1979,2,2106
1979,3,2009
1979,4,2082
1980,1,2117
1980,2,2157
1980,3,2073
1980,4,2108
1981,1,2148
1981,2,2247
1981,3,2182
1981,4,2098
1982,1,2147
1982,2,2355
1982,3,2164
1982,4,2097
1983,1,2197
1983,2,2405
1983,3,2235
1983,4,2283
1984,1,2267
1984,2,2319
1984,3,2366
1984,4,2376
1985,1,2397
1985,2,2572
1985,3,2533
1985,4,2549
1986,1,2628
1986,2,2715
1986,3,2605
1986,4,2578
1987,1,2482
1987,2,2644
1987,3,2603
1987,4,2637
1988,1,2626
1988,2,2871
1988,3,2861
1988,4,2906
1989,1,2960
1989,2,3153
1989,3,3049
1989,4,3098
1990,1,3107
1990,2,3335
1990,3,3144
1990,4,3119
1991,1,3080
1991,2,3189
1991,3,3015
1991,4,3059
1992,1,3189
1992,2,3354
1992,3,3208
1992,4,3195
1993,1,3319
1993,2,3411
1993,3,3345
1993,4,3437
1994,1,3473
1994,2,3595
1994,3,3575
1994,4,3567
1995,1,3549
1995,2,3845
1995,3,3622
1995,4,3562
1996,1,3502
1996,2,3704
1996,3,3614
1996,4,3645
1997,1,3647
1997,2,4036
1997,3,3903
1997,4,4032
1998,1,3935
1998,2,4163
1998,3,4051
1998,4,3994
1999,1,4103
1999,2,4407
1999,3,4330
1999,4,4234
2000,1,4282
2000,2,4449
2000,3,4412
2000,4,4506
2001,1,4544
2001,2,4628
2001,3,4537
2001,4,4596
2002,1,4645
2002,2,4875
2002,3,4687
2002,4,4638
2003,1,4730
2003,2,4965
2003,3,4955
2003,4,4893
2004,1,4959
2004,2,5247
2004,3,5163
2004,4,5170
2005,1,5216
2005,2,5418
2005,3,5365
2005,4,5372
2006,1,5452
2006,2,5574
2006,3,5443
2006,4,5521
2007,1,5576
2007,2,5710
2007,3,5606
2007,4,5679
2008,1,5746
2008,2,5910
2008,3,5759
2008,4,5794
2009,1,5952
2009,2,6110
2009,3,6227
2009,4,6326
2010,1,6427
2010,2,6531
2010,3,6436
2010,4,6485
2011,1,6550
2011,2,6733
2011,3,6713
2011,4,6722
2012,1,6655
2012,2,6903
2012,3,6973
2012,4,7011
2013,1,6939
2013,2,7265
2013,3,7189
2013,4,7389
2014,1,7291
2014,2,7466
2014,3,7429
2014,4,7526
2015,1,7562
2015,2,7769
2015,3,7696
2015,4,7805
2016,1,7824
2016,2,8054
2016,3,8046
2016,4,8009
2017,1,7998
2017,2,8295
2017,3,8224
2017,4,8293
2018,1,8504
2018,2,8795
2018,3,8778
2018,4,8813
2019,1,8881
2019,2,9126
2019,3,9153
2019,4,9127
2020,1,9159
2020,2,9367
2020,3,9293
2020,4,9408
