"Year","Quarter","Expenditure"
1950,1,404
1950,2,337
1950,3,395
1950,4,392
1951,1,431
1951,2,354
1951,3,357
1951,4,389
1952,1,460
1952,2,449
1952,3,397
1952,4,421
1953,1,408
1953,2,388
1953,3,394
1953,4,416
1954,1,413
1954,2,418
1954,3,393
1954,4,433
1955,1,482
1955,2,420
1955,3,412
1955,4,481
1956,1,504
1956,2,444
1956,3,460
1956,4,483
1957,1,531
1957,2,491
1957,3,507
1957,4,526
1958,1,580
1958,2,510
1958,3,488
1958,4,520
1959,1,627
1959,2,511
1959,3,557
1959,4,544
1960,1,618
1960,2,549
1960,3,565
1960,4,575
1961,1,669
1961,2,593
1961,3,569
1961,4,607
1962,1,674
1962,2,600
1962,3,600
1962,4,604
1963,1,649
1963,2,605
1963,3,613
1963,4,638
1964,1,684
1964,2,623
1964,3,628
1964,4,653
1965,1,685
1965,2,627
1965,3,679
1965,4,674
1966,1,697
1966,2,648
1966,3,665
1966,4,664
1967,1,755
1967,2,693
1967,3,724
1967,4,785
1968,1,767
1968,2,703
1968,3,703
1968,4,763
1969,1,817
1969,2,754
1969,3,761
1969,4,784
1970,1,820
1970,2,817
1970,3,822
1970,4,833
1971,1,888
1971,2,819
1971,3,847
1971,4,882
1972,1,933
1972,2,825
1972,3,882
1972,4,888
1973,1,928
1973,2,879
1973,3,893
1973,4,933
1974,1,979
1974,2,896
1974,3,922
1974,4,936
1975,1,1015
1975,2,968
1975,3,971
1975,4,1024
1976,1,1067
1976,2,1005
1976,3,980
1976,4,1015
1977,1,1089
1977,2,987
1977,3,1030
1977,4,1048
1978,1,1163
1978,2,1113
1978,3,1091
1978,4,1092
1979,1,1114
1979,2,1061
1979,3,1114
1979,4,1175
1980,1,1201
1980,2,1134
1980,3,1206
1980,4,1242
1981,1,1306
1981,2,1239
1981,3,1226
1981,4,1236
1982,1,1302
1982,2,1248
1982,3,1254
1982,4,1270
1983,1,1351
1983,2,1297
1983,3,1345
1983,4,1329
1984,1,1428
1984,2,1348
1984,3,1317
1984,4,1356
1985,1,1428
1985,2,1377
1985,3,1457
1985,4,1458
1986,1,1536
1986,2,1458
1986,3,1467
1986,4,1496
1987,1,1586
1987,2,1480
1987,3,1528
1987,4,1550
1988,1,1662
1988,2,1600
1988,3,1595
1988,4,1623
1989,1,1722
1989,2,1634
1989,3,1629
1989,4,1636
1990,1,1758
1990,2,1700
1990,3,1730
1990,4,1755
1991,1,1845
1991,2,1811
1991,3,1794
1991,4,1827
1992,1,1889
1992,2,1867
1992,3,1873
1992,4,1883
1993,1,1923
1993,2,1920
1993,3,1918
1993,4,1985
1994,1,2061
1994,2,2039
1994,3,2044
1994,4,2084
1995,1,2160
1995,2,2061
1995,3,2075
1995,4,2087
1996,1,2194
1996,2,2147
1996,3,2181
1996,4,2181
1997,1,2249
1997,2,2234
1997,3,2262
1997,4,2311
1998,1,2369
1998,2,2325
1998,3,2320
1998,4,2404
1999,1,2476
1999,2,2418
1999,3,2404
1999,4,2493
2000,1,2563
2000,2,2503
2000,3,2506
2000,4,2558
2001,1,2624
2001,2,2589
2001,3,2625
2001,4,2685
2002,1,2747
2002,2,2739
2002,3,2771
2002,4,2829
2003,1,2899
2003,2,2865
2003,3,2870
2003,4,2913
2004,1,2965
2004,2,2928
2004,3,2956
2004,4,3037
2005,1,3096
2005,2,3052
2005,3,3101
2005,4,3114
2006,1,3228
2006,2,3199
2006,3,3225
2006,4,3235
2007,1,3311
2007,2,3305
2007,3,3329
2007,4,3367
2008,1,3468
2008,2,3454
2008,3,3463
2008,4,3501
2009,1,3613
2009,2,3613
2009,3,3609
2009,4,3657
2010,1,3736
2010,2,3707
2010,3,3761
2010,4,3826
2011,1,3934
2011,2,3834
2011,3,3875
2011,4,3919
2012,1,3984
2012,2,3990
2012,3,4005
2012,4,4081
2013,1,4160
2013,2,4140
2013,3,4228
2013,4,4258
2014,1,4308
2014,2,4304
2014,3,4339
2014,4,4382
2015,1,4482
2015,2,4451
2015,3,4553
2015,4,4582
2016,1,4659
2016,2,4638
2016,3,4698
2016,4,4761
2017,1,4836
2017,2,4843
2017,3,4898
2017,4,4917
2018,1,5049
2018,2,5031
2018,3,5095
2018,4,5118
2019,1,5217
2019,2,5232
2019,3,5294
2019,4,5325
2020,1,5399
2020,2,5433
2020,3,5492
2020,4,5562
