"Year","Quarter","Expenditure"
1950,1,922
1950,2,974
1950,3,1029
1950,4,935
1951,1,930
1951,2,971
1951,3,1016
1951,4,943
1952,1,933
1952,2,974
1952,3,1039
1952,4,947
1953,1,932
1953,2,986
1953,3,1031
1953,4,955
1954,1,953
1954,2,998
1954,3,1044
1954,4,954
1955,1,944
1955,2,991
1955,3,1047
1955,4,954
1956,1,943
1956,2,985
1956,3,1041
1956,4,963
1957,1,956
1957,2,1016
1957,3,1076
1957,4,991
1958,1,977
1958,2,1015
1958,3,1085
1958,4,993
1959,1,984
1959,2,1019
1959,3,1086
1959,4,984
1960,1,981
1960,2,1038
1960,3,1082
1960,4,983
1961,1,983
1961,2,1034
1961,3,1085
1961,4,993
1962,1,986
1962,2,1030
1962,3,1088
1962,4,1007
1963,1,998
1963,2,1044
1963,3,1124
1963,4,1025
1964,1,1014
1964,2,1053
1964,3,1115
1964,4,1035
1965,1,1017
1965,2,1069
1965,3,1124
1965,4,1030
1966,1,1020
1966,2,1064
1966,3,1117
1966,4,1023
1967,1,1019
1967,2,1067
1967,3,1134
1967,4,1040
1968,1,1035
1968,2,1082
1968,3,1148
1968,4,1060
1969,1,1048
1969,2,1099
1969,3,1143
1969,4,1048
1970,1,1034
1970,2,1086
1970,3,1136
1970,4,1042
1971,1,1031
1971,2,1086
1971,3,1149
1971,4,1056
1972,1,1051
1972,2,1098
1972,3,1147
1972,4,1046
1973,1,1041
1973,2,1101
1973,3,1148
1973,4,1059
1974,1,1051
1974,2,1096
1974,3,1161
1974,4,1081
1975,1,1079
1975,2,1135
1975,3,1186
1975,4,1106
1976,1,1096
1976,2,1131
1976,3,1190
1976,4,1099
1977,1,1095
1977,2,1130
1977,3,1196
1977,4,1112
1978,1,1102
1978,2,1143
1978,3,1199
1978,4,1108
1979,1,1085
1979,2,1127
1979,3,1177
1979,4,1088
1980,1,1082
1980,2,1132
1980,3,1195
1980,4,1105
1981,1,1101
1981,2,1157
1981,3,1212
1981,4,1116
1982,1,1105
1982,2,1153
1982,3,1206
1982,4,1114
1983,1,1113
1983,2,1166
1983,3,1231
1983,4,1144
1984,1,1130
1984,2,1175
1984,3,1230
1984,4,1150
1985,1,1140
1985,2,1177
1985,3,1232
1985,4,1158
1986,1,1145
1986,2,1192
1986,3,1255
1986,4,1168
1987,1,1156
1987,2,1203
1987,3,1262
1987,4,1175
1988,1,1169
1988,2,1205
1988,3,1247
1988,4,1160
1989,1,1166
1989,2,1212
1989,3,1264
1989,4,1179
1990,1,1163
1990,2,1216
1990,3,1279
1990,4,1186
1991,1,1181
1991,2,1214
1991,3,1270
1991,4,1193
1992,1,1178
1992,2,1216
1992,3,1271
1992,4,1187
1993,1,1189
1993,2,1237
1993,3,1299
1993,4,1208
1994,1,1191
1994,2,1241
1994,3,1295
1994,4,1203
1995,1,1189
1995,2,1246
1995,3,1316
1995,4,1236
1996,1,1228
1996,2,1275
1996,3,1338
1996,4,1228
1997,1,1211
1997,2,1252
1997,3,1314
1997,4,1239
1998,1,1223
1998,2,1269
1998,3,1322
1998,4,1229
1999,1,1223
1999,2,1273
1999,3,1337
1999,4,1250
2000,1,1247
2000,2,1294
2000,3,1346
2000,4,1249
2001,1,1255
2001,2,1284
2001,3,1349
2001,4,1263
2002,1,1257
2002,2,1303
2002,3,1337
2002,4,1246
2003,1,1243
2003,2,1308
2003,3,1370
2003,4,1263
2004,1,1250
2004,2,1300
2004,3,1368
2004,4,1288
2005,1,1277
2005,2,1326
2005,3,1383
2005,4,1305
2006,1,1285
2006,2,1324
2006,3,1387
2006,4,1301
2007,1,1294
2007,2,1338
2007,3,1401
2007,4,1318
2008,1,1302
2008,2,1348
2008,3,1411
2008,4,1307
2009,1,1305
2009,2,1353
2009,3,1415
2009,4,1321
2010,1,1315
2010,2,1363
2010,3,1419
2010,4,1332
2011,1,1324
2011,2,1363
2011,3,1434
2011,4,1351
2012,1,1335
2012,2,1377
2012,3,1442
2012,4,1349
2013,1,1336
2013,2,1385
2013,3,1435
2013,4,1350
2014,1,1336
2014,2,1386
2014,3,1451
2014,4,1361
2015,1,1354
2015,2,1397
2015,3,1462
2015,4,1359
2016,1,1354
2016,2,1408
2016,3,1477
2016,4,1375
2017,1,1364
2017,2,1389
2017,3,1458
2017,4,1379
2018,1,1370
2018,2,1415
2018,3,1470
2018,4,1381
2019,1,1372
2019,2,1431
2019,3,1480
2019,4,1398
2020,1,1387
2020,2,1437
2020,3,1492
2020,4,1390
