"Year","Quarter","Expenditure"
1950,1,270
1950,2,292
1950,3,285
1950,4,271
1951,1,258
1951,2,283
1951,3,279
1951,4,264
1952,1,262
1952,2,279
1952,3,288
1952,4,275
1953,1,263
1953,2,290
1953,3,273
1953,4,264
1954,1,273
1954,2,290
1954,3,281
1954,4,287
1955,1,281
1955,2,293
1955,3,287
1955,4,280
1956,1,277
1956,2,297
1956,3,301
1956,4,291
1957,1,278
1957,2,288
1957,3,288
1957,4,273
1958,1,272
1958,2,294
1958,3,289
1958,4,299
1959,1,291
1959,2,310
1959,3,300
1959,4,280
1960,1,283
1960,2,299
1960,3,301
1960,4,283
1961,1,278
1961,2,301
1961,3,308
1961,4,299
1962,1,292
1962,2,301
1962,3,308
1962,4,303
1963,1,298
1963,2,317
1963,3,311
1963,4,299
1964,1,298
1964,2,321
1964,3,316
1964,4,290
1965,1,292
1965,2,313
1965,3,320
1965,4,311
1966,1,307
1966,2,309
1966,3,316
1966,4,300
1967,1,297
1967,2,315
1967,3,335
1967,4,324
1968,1,315
1968,2,327
1968,3,335
1968,4,316
1969,1,320
1969,2,318
1969,3,309
1969,4,302
1970,1,318
1970,2,331
1970,3,317
1970,4,319
1971,1,310
1971,2,339
1971,3,341
1971,4,330
1972,1,312
1972,2,337
1972,3,335
1972,4,329
1973,1,317
1973,2,340
1973,3,334
1973,4,322
1974,1,323
1974,2,337
1974,3,339
1974,4,320
1975,1,313
1975,2,337
1975,3,337
1975,4,332
1976,1,334
1976,2,346
1976,3,353
1976,4,346
1977,1,339
1977,2,339
1977,3,352
1977,4,327
1978,1,332
1978,2,348
1978,3,349
1978,4,341
1979,1,340
1979,2,362
1979,3,359
1979,4,348
1980,1,340
1980,2,363
1980,3,357
1980,4,355
1981,1,340
1981,2,361
1981,3,361
1981,4,342
1982,1,332
1982,2,361
1982,3,360
1982,4,367
1983,1,350
1983,2,369
1983,3,358
1983,4,350
1984,1,360
1984,2,373
1984,3,369
1984,4,362
1985,1,360
1985,2,368
1985,3,364
1985,4,365
1986,1,359
1986,2,378
1986,3,381
1986,4,378
1987,1,363
1987,2,375
1987,3,377
1987,4,377
1988,1,367
1988,2,387
1988,3,385
1988,4,370
1989,1,359
1989,2,383
1989,3,381
1989,4,370
1990,1,374
1990,2,386
1990,3,387
1990,4,377
1991,1,361
1991,2,382
1991,3,389
1991,4,378
1992,1,375
1992,2,399
1992,3,398
1992,4,393
1993,1,384
1993,2,395
1993,3,396
1993,4,399
1994,1,387
1994,2,401
1994,3,410
1994,4,402
1995,1,392
1995,2,418
1995,3,412
1995,4,393
1996,1,387
1996,2,397
1996,3,410
1996,4,407
1997,1,393
1997,2,416
1997,3,422
1997,4,408
1998,1,400
1998,2,409
1998,3,430
1998,4,414
1999,1,403
1999,2,421
1999,3,412
1999,4,402
2000,1,410
2000,2,420
2000,3,416
2000,4,391
2001,1,411
2001,2,434
2001,3,430
2001,4,421
2002,1,417
2002,2,426
2002,3,423
2002,4,420
2003,1,415
2003,2,441
2003,3,435
2003,4,425
2004,1,427
2004,2,440
2004,3,434
2004,4,424
2005,1,421
2005,2,449
2005,3,451
2005,4,427
2006,1,425
2006,2,451
2006,3,452
2006,4,441
2007,1,437
2007,2,454
2007,3,452
2007,4,431
2008,1,443
2008,2,455
2008,3,458
2008,4,438
2009,1,439
2009,2,459
2009,3,465
2009,4,450
2010,1,439
2010,2,463
2010,3,466
2010,4,458
2011,1,464
2011,2,466
2011,3,474
2011,4,462
2012,1,461
2012,2,480
2012,3,468
2012,4,451
2013,1,460
2013,2,482
2013,3,471
2013,4,462
2014,1,456
2014,2,480
2014,3,488
2014,4,477
2015,1,471
2015,2,501
2015,3,487
2015,4,479
2016,1,459
2016,2,487
2016,3,487
2016,4,484
2017,1,469
2017,2,494
2017,3,498
2017,4,491
2018,1,488
2018,2,503
2018,3,497
2018,4,490
2019,1,481
2019,2,509
2019,3,505
2019,4,483
2020,1,486
2020,2,517
2020,3,514
2020,4,491
