"Year","Quarter","Expenditure"
1950,1,740
1950,2,798
1950,3,741
1950,4,852
1951,1,850
1951,2,834
1951,3,798
1951,4,808
1952,1,788
1952,2,836
1952,3,740
1952,4,794
1953,1,782
1953,2,852
1953,3,790
1953,4,861
1954,1,834
1954,2,862
1954,3,809
1954,4,845
1955,1,830
1955,2,868
1955,3,787
1955,4,882
1956,1,876
1956,2,918
1956,3,827
1956,4,899
1957,1,874
1957,2,901
1957,3,827
1957,4,837
1958,1,814
1958,2,901
1958,3,855
1958,4,924
1959,1,867
1959,2,869
1959,3,788
1959,4,857
1960,1,777
1960,2,833
1960,3,821
1960,4,872
1961,1,897
1961,2,968
1961,3,897
1961,4,899
1962,1,867
1962,2,881
1962,3,828
1962,4,881
1963,1,810
1963,2,892
1963,3,831
1963,4,913
1964,1,890
1964,2,957
1964,3,867
1964,4,910
1965,1,893
1965,2,902
1965,3,869
1965,4,899
1966,1,931
1966,2,985
1966,3,935
1966,4,954
1967,1,906
1967,2,955
1967,3,922
1967,4,953
1968,1,942
1968,2,956
1968,3,915
1968,4,973
1969,1,923
1969,2,968
1969,3,890
1969,4,948
1970,1,909
1970,2,1011
1970,3,947
1970,4,998
1971,1,968
1971,2,1022
1971,3,936
1971,4,983
1972,1,947
1972,2,984
1972,3,926
1972,4,975
1973,1,964
1973,2,1028
1973,3,995
1973,4,1021
1974,1,1003
1974,2,1053
1974,3,1036
1974,4,1044
1975,1,1034
1975,2,1104
1975,3,1021
1975,4,1131
1976,1,1099
1976,2,1101
1976,3,1044
1976,4,1104
1977,1,1049
1977,2,1089
1977,3,1054
1977,4,1063
1978,1,1016
1978,2,1074
1978,3,1016
1978,4,1059
1979,1,1049
1979,2,1098
1979,3,1051
1979,4,1125
1980,1,1080
1980,2,1110
1980,3,1035
1980,4,1119
1981,1,1070
1981,2,1089
1981,3,1029
1981,4,1089
1982,1,1073
1982,2,1115
1982,3,1027
1982,4,1082
1983,1,1091
1983,2,1108
1983,3,1063
1983,4,1125
1984,1,1075
1984,2,1130
1984,3,1112
1984,4,1148
1985,1,1075
1985,2,1120
1985,3,1060
1985,4,1153
1986,1,1091
1986,2,1137
1986,3,1121
1986,4,1153
1987,1,1138
1987,2,1172
1987,3,1131
1987,4,1172
1988,1,1107
1988,2,1142
1988,3,1094
1988,4,1156
1989,1,1128
1989,2,1222
1989,3,1171
1989,4,1213
1990,1,1192
1990,2,1219
1990,3,1188
1990,4,1266
1991,1,1216
1991,2,1272
1991,3,1212
1991,4,1255
1992,1,1215
1992,2,1282
1992,3,1224
1992,4,1248
1993,1,1198
1993,2,1227
1993,3,1155
1993,4,1215
1994,1,1203
1994,2,1279
1994,3,1198
1994,4,1264
1995,1,1251
1995,2,1296
1995,3,1225
1995,4,1248
1996,1,1235
1996,2,1311
1996,3,1242
1996,4,1254
1997,1,1211
1997,2,1238
1997,3,1150
1997,4,1207
1998,1,1196
1998,2,1264
1998,3,1229
1998,4,1318
1999,1,1256
1999,2,1332
1999,3,1244
1999,4,1306
2000,1,1264
2000,2,1285
2000,3,1224
2000,4,1262
2001,1,1248
2001,2,1298
2001,3,1253
2001,4,1307
2002,1,1270
2002,2,1336
2002,3,1279
2002,4,1313
2003,1,1325
2003,2,1355
2003,3,1326
2003,4,1346
2004,1,1292
2004,2,1344
2004,3,1305
2004,4,1354
2005,1,1323
2005,2,1355
2005,3,1267
2005,4,1311
2006,1,1318
2006,2,1404
2006,3,1349
2006,4,1427
2007,1,1414
2007,2,1465
2007,3,1426
2007,4,1442
2008,1,1414
2008,2,1452
2008,3,1390
2008,4,1451
2009,1,1402
2009,2,1424
2009,3,1374
2009,4,1444
2010,1,1391
2010,2,1449
2010,3,1442
2010,4,1490
2011,1,1469
2011,2,1483
2011,3,1423
2011,4,1449
2012,1,1437
2012,2,1513
2012,3,1476
2012,4,1519
2013,1,1494
2013,2,1523
2013,3,1444
2013,4,1487
2014,1,1457
2014,2,1495
2014,3,1441
2014,4,1491
2015,1,1446
2015,2,1533
2015,3,1504
2015,4,1533
2016,1,1509
2016,2,1572
2016,3,1490
2016,4,1586
2017,1,1535
2017,2,1599
2017,3,1541
2017,4,1582
2018,1,1546
2018,2,1575
2018,3,1522
2018,4,1568
2019,1,1547
2019,2,1605
2019,3,1523
2019,4,1579
2020,1,1580
2020,2,1658
2020,3,1590
2020,4,1660
