"Year","Quarter","Expenditure"
1950,1,316
1950,2,324
1950,3,297
1950,4,327
1951,1,314
1951,2,314
1951,3,302
1951,4,305
1952,1,305
1952,2,298
1952,3,320
1952,4,336
1953,1,359
1953,2,338
1953,3,339
1953,4,350
1954,1,365
1954,2,360
1954,3,329
1954,4,345
1955,1,346
1955,2,325
1955,3,350
1955,4,352
1956,1,379
1956,2,325
1956,3,347
1956,4,377
1957,1,390
1957,2,370
1957,3,345
1957,4,344
1958,1,386
1958,2,378
1958,3,370
1958,4,364
1959,1,368
1959,2,365
1959,3,332
1959,4,365
1960,1,401
1960,2,401
1960,3,358
1960,4,412
1961,1,393
1961,2,374
1961,3,366
1961,4,382
1962,1,376
1962,2,372
1962,3,402
1962,4,398
1963,1,411
1963,2,404
1963,3,395
1963,4,419
1964,1,423
1964,2,406
1964,3,400
1964,4,402
1965,1,426
1965,2,422
1965,3,392
1965,4,382
1966,1,435
1966,2,410
1966,3,425
1966,4,420
1967,1,437
1967,2,424
1967,3,437
1967,4,438
1968,1,406
1968,2,397
1968,3,407
1968,4,410
1969,1,464
1969,2,459
1969,3,463
1969,4,462
1970,1,453
1970,2,445
1970,3,427
1970,4,468
1971,1,467
1971,2,462
1971,3,443
1971,4,465
1972,1,482
1972,2,471
1972,3,436
1972,4,456
1973,1,484
1973,2,466
1973,3,447
1973,4,462
1974,1,487
1974,2,442
1974,3,465
1974,4,483
1975,1,496
1975,2,498
1975,3,476
1975,4,467
1976,1,539
1976,2,497
1976,3,466
1976,4,491
1977,1,546
1977,2,520
1977,3,501
1977,4,535
1978,1,552
1978,2,538
1978,3,498
1978,4,469
1979,1,537
1979,2,529
1979,3,485
1979,4,515
1980,1,560
1980,2,522
1980,3,535
1980,4,535
1981,1,559
1981,2,514
1981,3,514
1981,4,544
1982,1,561
1982,2,550
1982,3,553
1982,4,550
1983,1,617
1983,2,592
1983,3,552
1983,4,590
1984,1,591
1984,2,555
1984,3,555
1984,4,569
1985,1,600
1985,2,618
1985,3,583
1985,4,586
1986,1,586
1986,2,601
1986,3,595
1986,4,602
1987,1,605
1987,2,602
1987,3,552
1987,4,629
1988,1,629
1988,2,623
1988,3,597
1988,4,614
1989,1,624
1989,2,616
1989,3,617
1989,4,618
1990,1,618
1990,2,635
1990,3,612
1990,4,580
1991,1,675
1991,2,633
1991,3,653
1991,4,622
1992,1,698
1992,2,673
1992,3,644
1992,4,660
1993,1,670
1993,2,656
1993,3,623
1993,4,652
1994,1,676
1994,2,684
1994,3,667
1994,4,735
1995,1,700
1995,2,728
1995,3,690
1995,4,690
1996,1,744
1996,2,696
1996,3,674
1996,4,704
1997,1,735
1997,2,716
1997,3,722
1997,4,714
1998,1,778
1998,2,758
1998,3,736
1998,4,749
1999,1,736
1999,2,767
1999,3,722
1999,4,751
2000,1,776
2000,2,753
2000,3,760
2000,4,731
2001,1,799
2001,2,784
2001,3,760
2001,4,747
2002,1,789
2002,2,810
2002,3,779
2002,4,768
2003,1,817
2003,2,825
2003,3,815
2003,4,789
2004,1,835
2004,2,806
2004,3,809
2004,4,819
2005,1,869
2005,2,795
2005,3,880
2005,4,825
2006,1,838
2006,2,861
2006,3,866
2006,4,853
2007,1,870
2007,2,809
2007,3,842
2007,4,830
2008,1,865
2008,2,843
2008,3,852
2008,4,889
2009,1,914
2009,2,894
2009,3,925
2009,4,879
2010,1,897
2010,2,899
2010,3,883
2010,4,933
2011,1,944
2011,2,912
2011,3,919
2011,4,948
2012,1,977
2012,2,954
2012,3,924
2012,4,930
2013,1,955
2013,2,978
2013,3,970
2013,4,962
2014,1,968
2014,2,945
2014,3,966
2014,4,982
2015,1,1008
2015,2,988
2015,3,1018
2015,4,980
2016,1,1016
2016,2,1002
2016,3,980
2016,4,1008
2017,1,1046
2017,2,1066
2017,3,1029
2017,4,1031
2018,1,1026
2018,2,1029
2018,3,998
2018,4,1070
2019,1,1072
2019,2,1073
2019,3,1071
2019,4,1038
2020,1,1079
2020,2,1067
2020,3,1056
2020,4,1093
