"Year","Quarter","Expenditure"
1950,1,823
1950,2,879
1950,3,1011
1950,4,1004
1951,1,886
1951,2,903
1951,3,1042
1951,4,1001
1952,1,880
1952,2,922
1952,3,1068
1952,4,1030
1953,1,930
1953,2,944
1953,3,1094
1953,4,1055
1954,1,954
1954,2,989
1954,3,1121
1954,4,1112
1955,1,951
1955,2,1009
1955,3,1129
1955,4,1128
1956,1,1016
1956,2,1025
1956,3,1187
1956,4,1155
1957,1,1021
1957,2,1074
1957,3,1205
1957,4,1147
1958,1,1065
1958,2,1087
1958,3,1204
1958,4,1197
1959,1,1072
1959,2,1133
1959,3,1259
1959,4,1245
1960,1,1081
1960,2,1123
1960,3,1261
1960,4,1272
1961,1,1147
1961,2,1169
1961,3,1292
1961,4,1292
1962,1,1198
1962,2,1235
1962,3,1360
1962,4,1325
1963,1,1199
1963,2,1224
1963,3,1373
1963,4,1372
1964,1,1259
1964,2,1322
1964,3,1425
1964,4,1366
1965,1,1262
1965,2,1311
1965,3,1455
1965,4,1452
1966,1,1323
1966,2,1333
1966,3,1496
1966,4,1476
1967,1,1364
1967,2,1405
1967,3,1569
1967,4,1501
1968,1,1385
1968,2,1410
1968,3,1565
1968,4,1532
1969,1,1408
1969,2,1462
1969,3,1632
1969,4,1628
1970,1,1474
1970,2,1499
1970,3,1657
1970,4,1604
1971,1,1513
1971,2,1517
1971,3,1681
1971,4,1661
1972,1,1549
1972,2,1594
1972,3,1730
1972,4,1683
1973,1,1600
1973,2,1617
1973,3,1761
1973,4,1737
1974,1,1614
1974,2,1649
1974,3,1835
1974,4,1802
1975,1,1668
1975,2,1700
1975,3,1827
1975,4,1798
1976,1,1711
1976,2,1737
1976,3,1928
1976,4,1918
1977,1,1764
1977,2,1810
1977,3,1977
1977,4,1902
1978,1,1831
1978,2,1858
1978,3,1980
1978,4,1985
1979,1,1864
1979,2,1890
1979,3,2059
1979,4,2034
1980,1,1906
1980,2,1953
1980,3,2127
1980,4,2099
1981,1,1954
1981,2,1995
1981,3,2144
1981,4,2153
1982,1,2032
1982,2,2051
1982,3,2215
1982,4,2203
1983,1,2109
1983,2,2136
1983,3,2270
1983,4,2248
1984,1,2130
1984,2,2134
1984,3,2321
1984,4,2290
1985,1,2197
1985,2,2248
1985,3,2376
1985,4,2369
1986,1,2243
1986,2,2285
1986,3,2445
1986,4,2430
1987,1,2336
1987,2,2331
1987,3,2518
1987,4,2491
1988,1,2383
1988,2,2412
1988,3,2577
1988,4,2575
1989,1,2466
1989,2,2496
1989,3,2623
1989,4,2626
1990,1,2518
1990,2,2557
1990,3,2713
1990,4,2736
1991,1,2595
1991,2,2614
1991,3,2806
1991,4,2813
1992,1,2632
1992,2,2697
1992,3,2850
1992,4,2808
1993,1,2731
1993,2,2746
1993,3,2932
1993,4,2891
1994,1,2785
1994,2,2850
1994,3,3002
1994,4,2976
1995,1,2852
1995,2,2880
1995,3,3037
1995,4,3044
1996,1,2938
1996,2,2997
1996,3,3154
1996,4,3136
1997,1,3005
1997,2,3035
1997,3,3218
1997,4,3221
1998,1,3115
1998,2,3153
1998,3,3323
1998,4,3293
1999,1,3222
1999,2,3248
1999,3,3379
1999,4,3356
2000,1,3240
2000,2,3321
2000,3,3471
2000,4,3476
2001,1,3369
2001,2,3418
2001,3,3554
2001,4,3542
2002,1,3448
2002,2,3510
2002,3,3697
2002,4,3669
2003,1,3555
2003,2,3576
2003,3,3746
2003,4,3743
2004,1,3639
2004,2,3693
2004,3,3838
2004,4,3851
2005,1,3765
2005,2,3796
2005,3,3931
2005,4,3920
2006,1,3824
2006,2,3894
2006,3,4047
2006,4,4040
2007,1,3934
2007,2,3988
2007,3,4152
2007,4,4152
2008,1,4039
2008,2,4077
2008,3,4251
2008,4,4265
2009,1,4179
2009,2,4196
2009,3,4387
2009,4,4408
2010,1,4301
2010,2,4330
2010,3,4493
2010,4,4492
2011,1,4401
2011,2,4448
2011,3,4604
2011,4,4600
2012,1,4522
2012,2,4555
2012,3,4715
2012,4,4740
2013,1,4626
2013,2,4683
2013,3,4866
2013,4,4838
2014,1,4723
2014,2,4795
2014,3,4976
2014,4,4938
2015,1,4853
2015,2,4933
2015,3,5077
2015,4,5101
2016,1,5009
2016,2,5076
2016,3,5247
2016,4,5230
2017,1,5162
2017,2,5209
2017,3,5376
2017,4,5377
2018,1,5265
2018,2,5335
2018,3,5482
2018,4,5500
2019,1,5426
2019,2,5458
2019,3,5637
2019,4,5633
2020,1,5561
2020,2,5657
2020,3,5801
2020,4,5811
