"Year","Quarter","Expenditure"
1950,1,495
1950,2,625
1950,3,619
1950,4,578
1951,1,546
1951,2,589
1951,3,642
1951,4,556
1952,1,479
1952,2,595
1952,3,591
1952,4,561
1953,1,550
1953,2,613
1953,3,601
1953,4,520
1954,1,498
1954,2,556
1954,3,528
1954,4,441
1955,1,453
1955,2,561
1955,3,568
1955,4,563
1956,1,535
1956,2,633
1956,3,611
1956,4,617
1957,1,612
1957,2,701
1957,3,686
1957,4,605
1958,1,633
1958,2,692
1958,3,597
1958,4,507
1959,1,497
1959,2,616
1959,3,648
1959,4,671
1960,1,659
1960,2,661
1960,3,645
1960,4,614
1961,1,660
1961,2,663
1961,3,700
1961,4,612
1962,1,602
1962,2,717
1962,3,731
1962,4,714
1963,1,676
1963,2,770
1963,3,754
1963,4,729
1964,1,665
1964,2,707
1964,3,683
1964,4,632
1965,1,598
1965,2,715
1965,3,749
1965,4,732
1966,1,730
1966,2,749
1966,3,832
1966,4,797
1967,1,754
1967,2,787
1967,3,832
1967,4,819
1968,1,799
1968,2,891
1968,3,846
1968,4,789
1969,1,787
1969,2,790
1969,3,762
1969,4,716
1970,1,669
1970,2,816
1970,3,803
1970,4,807
1971,1,747
1971,2,784
1971,3,845
1971,4,793
1972,1,751
1972,2,872
1972,3,857
1972,4,808
1973,1,795
1973,2,809
1973,3,851
1973,4,819
1974,1,837
1974,2,879
1974,3,891
1974,4,916
1975,1,889
1975,2,982
1975,3,990
1975,4,921
1976,1,882
1976,2,1026
1976,3,1052
1976,4,1010
1977,1,947
1977,2,993
1977,3,1035
1977,4,1049
1978,1,985
1978,2,1053
1978,3,1063
1978,4,1069
1979,1,1035
1979,2,1074
1979,3,1112
1979,4,1043
1980,1,1003
1980,2,1035
1980,3,1053
1980,4,1042
1981,1,1023
1981,2,1118
1981,3,1153
1981,4,1110
1982,1,1048
1982,2,1071
1982,3,1121
1982,4,1121
1983,1,1120
1983,2,1187
1983,3,1194
1983,4,1195
1984,1,1192
1984,2,1184
1984,3,1166
1984,4,1160
1985,1,1132
1985,2,1177
1985,3,1183
1985,4,1184
1986,1,1122
1986,2,1223
1986,3,1243
1986,4,1202
1987,1,1195
1987,2,1272
1987,3,1260
1987,4,1234
1988,1,1221
1988,2,1296
1988,3,1339
1988,4,1283
1989,1,1241
1989,2,1323
1989,3,1290
1989,4,1282
1990,1,1240
1990,2,1356
1990,3,1373
1990,4,1360
1991,1,1370
1991,2,1438
1991,3,1428
1991,4,1422
1992,1,1388
1992,2,1446
1992,3,1454
1992,4,1402
1993,1,1328
1993,2,1391
1993,3,1435
1993,4,1399
1994,1,1374
1994,2,1412
1994,3,1403
1994,4,1383
1995,1,1415
1995,2,1564
1995,3,1546
1995,4,1499
1996,1,1460
1996,2,1540
1996,3,1526
1996,4,1515
1997,1,1513
1997,2,1630
1997,3,1625
1997,4,1606
1998,1,1599
1998,2,1724
1998,3,1762
1998,4,1666
1999,1,1673
1999,2,1689
1999,3,1692
1999,4,1615
2000,1,1575
2000,2,1613
2000,3,1678
2000,4,1638
2001,1,1626
2001,2,1726
2001,3,1786
2001,4,1738
2002,1,1757
2002,2,1775
2002,3,1780
2002,4,1766
2003,1,1770
2003,2,1835
2003,3,1820
2003,4,1819
2004,1,1841
2004,2,1915
2004,3,1861
2004,4,1860
2005,1,1884
2005,2,1975
2005,3,1969
2005,4,1953
2006,1,1840
2006,2,1923
2006,3,1937
2006,4,1899
2007,1,1897
2007,2,1961
2007,3,1958
2007,4,1962
2008,1,1950
2008,2,2031
2008,3,2077
2008,4,2062
2009,1,2032
2009,2,2117
2009,3,2146
2009,4,2128
2010,1,2118
2010,2,2205
2010,3,2170
2010,4,2166
2011,1,2102
2011,2,2202
2011,3,2244
2011,4,2242
2012,1,2197
2012,2,2324
2012,3,2337
2012,4,2258
2013,1,2278
2013,2,2365
2013,3,2370
2013,4,2333
2014,1,2271
2014,2,2334
2014,3,2372
2014,4,2380
2015,1,2393
2015,2,2461
2015,3,2458
2015,4,2449
2016,1,2433
2016,2,2498
2016,3,2579
2016,4,2545
2017,1,2475
2017,2,2495
2017,3,2475
2017,4,2421
2018,1,2410
2018,2,2497
2018,3,2527
2018,4,2516
2019,1,2439
2019,2,2606
2019,3,2626
2019,4,2644
2020,1,2634
2020,2,2690
2020,3,2732
2020,4,2688
