"Year","Quarter","Expenditure"
1950,1,578
1950,2,588
1950,3,542
1950,4,555
1951,1,609
1951,2,625
1951,3,566
1951,4,557
1952,1,591
1952,2,591
1952,3,546
1952,4,556
1953,1,567
1953,2,561
1953,3,521
1953,4,541
1954,1,594
1954,2,617
1954,3,589
1954,4,603
1955,1,633
1955,2,606
1955,3,560
1955,4,534
1956,1,574
1956,2,586
1956,3,567
1956,4,572
1957,1,615
1957,2,608
1957,3,558
1957,4,578
1958,1,627
1958,2,639
1958,3,595
1958,4,601
1959,1,637
1959,2,631
1959,3,590
1959,4,584
1960,1,624
1960,2,628
1960,3,572
1960,4,576
1961,1,614
1961,2,655
1961,3,605
1961,4,617
1962,1,657
1962,2,635
1962,3,609
1962,4,617
1963,1,649
1963,2,655
1963,3,622
1963,4,620
1964,1,646
1964,2,660
1964,3,606
1964,4,614
1965,1,656
1965,2,654
1965,3,606
1965,4,610
1966,1,653
1966,2,675
1966,3,627
1966,4,606
1967,1,679
1967,2,675
1967,3,656
1967,4,666
1968,1,712
1968,2,705
1968,3,677
1968,4,666
1969,1,699
1969,2,681
1969,3,660
1969,4,646
1970,1,697
1970,2,706
1970,3,675
1970,4,664
1971,1,703
1971,2,702
1971,3,680
1971,4,663
1972,1,701
1972,2,724
1972,3,705
1972,4,714
1973,1,737
1973,2,740
1973,3,698
1973,4,704
1974,1,733
1974,2,733
1974,3,681
1974,4,676
1975,1,725
1975,2,734
1975,3,690
1975,4,694
1976,1,720
1976,2,735
1976,3,722
1976,4,721
1977,1,737
1977,2,747
1977,3,710
1977,4,723
1978,1,772
1978,2,752
1978,3,723
1978,4,731
1979,1,767
1979,2,757
1979,3,716
1979,4,721
1980,1,761
1980,2,756
1980,3,713
1980,4,713
1981,1,760
1981,2,736
1981,3,703
1981,4,683
1982,1,705
1982,2,736
1982,3,705
1982,4,715
1983,1,723
1983,2,715
1983,3,673
1983,4,686
1984,1,723
1984,2,715
1984,3,672
1984,4,660
1985,1,732
1985,2,745
1985,3,705
1985,4,710
1986,1,736
1986,2,724
1986,3,692
1986,4,710
1987,1,785
1987,2,811
1987,3,759
1987,4,750
1988,1,774
1988,2,782
1988,3,756
1988,4,756
1989,1,796
1989,2,793
1989,3,744
1989,4,744
1990,1,784
1990,2,792
1990,3,773
1990,4,773
1991,1,815
1991,2,805
1991,3,761
1991,4,747
1992,1,784
1992,2,778
1992,3,743
1992,4,747
1993,1,786
1993,2,784
1993,3,752
1993,4,769
1994,1,813
1994,2,792
1994,3,751
1994,4,757
1995,1,796
1995,2,809
1995,3,766
1995,4,764
1996,1,794
1996,2,804
1996,3,764
1996,4,774
1997,1,814
1997,2,799
1997,3,765
1997,4,759
1998,1,780
1998,2,767
1998,3,750
1998,4,792
1999,1,817
1999,2,795
1999,3,747
1999,4,766
2000,1,807
2000,2,809
2000,3,785
2000,4,797
2001,1,835
2001,2,848
2001,3,813
2001,4,799
2002,1,844
2002,2,838
2002,3,804
2002,4,797
2003,1,828
2003,2,830
2003,3,792
2003,4,816
2004,1,839
2004,2,835
2004,3,775
2004,4,814
2005,1,852
2005,2,840
2005,3,796
2005,4,810
2006,1,852
2006,2,842
2006,3,784
2006,4,798
2007,1,843
2007,2,851
2007,3,805
2007,4,806
2008,1,825
2008,2,810
2008,3,801
2008,4,790
2009,1,834
2009,2,832
2009,3,794
2009,4,806
2010,1,829
2010,2,848
2010,3,816
2010,4,854
2011,1,913
2011,2,909
2011,3,850
2011,4,823
2012,1,857
2012,2,861
2012,3,814
2012,4,812
2013,1,871
2013,2,863
2013,3,807
2013,4,793
2014,1,846
2014,2,859
2014,3,827
2014,4,840
2015,1,860
2015,2,873
2015,3,833
2015,4,821
2016,1,862
2016,2,872
2016,3,817
2016,4,814
2017,1,866
2017,2,872
2017,3,834
2017,4,864
2018,1,905
2018,2,908
2018,3,870
2018,4,864
2019,1,881
2019,2,874
2019,3,820
2019,4,817
2020,1,854
2020,2,842
2020,3,833
2020,4,853
