"Year","Quarter","Expenditure"
1950,1,285
1950,2,440
1950,3,387
1950,4,296
1951,1,334
1951,2,385
1951,3,352
1951,4,318
1952,1,311
1952,2,441
1952,3,367
1952,4,299
1953,1,328
1953,2,460
1953,3,413
1953,4,407
1954,1,432
1954,2,487
1954,3,476
1954,4,357
1955,1,439
1955,2,466
1955,3,406
1955,4,271
1956,1,331
1956,2,449
1956,3,509
1956,4,366
1957,1,417
1957,2,555
1957,3,463
1957,4,359
1958,1,367
1958,2,469
1958,3,526
1958,4,412
1959,1,426
1959,2,533
1959,3,515
1959,4,417
1960,1,420
1960,2,655
1960,3,618
1960,4,499
1961,1,449
1961,2,593
1961,3,598
1961,4,520
1962,1,512
1962,2,591
1962,3,595
1962,4,489
1963,1,515
1963,2,621
1963,3,560
1963,4,498
1964,1,520
1964,2,647
1964,3,615
1964,4,554
1965,1,541
1965,2,659
1965,3,624
1965,4,549
1966,1,534
1966,2,671
1966,3,614
1966,4,506
1967,1,520
1967,2,638
1967,3,551
1967,4,489
1968,1,629
1968,2,747
1968,3,723
1968,4,672
1969,1,657
1969,2,767
1969,3,724
1969,4,638
1970,1,675
1970,2,754
1970,3,667
1970,4,580
1971,1,654
1971,2,814
1971,3,786
1971,4,720
1972,1,694
1972,2,816
1972,3,751
1972,4,698
1973,1,735
1973,2,835
1973,3,767
1973,4,693
1974,1,718
1974,2,844
1974,3,793
1974,4,752
1975,1,718
1975,2,870
1975,3,850
1975,4,738
1976,1,755
1976,2,856
1976,3,832
1976,4,774
1977,1,811
1977,2,933
1977,3,878
1977,4,829
1978,1,847
1978,2,863
1978,3,896
1978,4,901
1979,1,855
1979,2,961
1979,3,981
1979,4,930
1980,1,912
1980,2,1028
1980,3,979
1980,4,903
1981,1,863
1981,2,1023
1981,3,1019
1981,4,990
1982,1,1010
1982,2,1097
1982,3,1085
1982,4,1001
1983,1,1006
1983,2,1049
1983,3,1084
1983,4,1057
1984,1,977
1984,2,1131
1984,3,1141
1984,4,1020
1985,1,1106
1985,2,1181
1985,3,1162
1985,4,1110
1986,1,1166
1986,2,1263
1986,3,1144
1986,4,1095
1987,1,1106
1987,2,1235
1987,3,1270
1987,4,1127
1988,1,1106
1988,2,1262
1988,3,1265
1988,4,1205
1989,1,1180
1989,2,1276
1989,3,1227
1989,4,1190
1990,1,1197
1990,2,1346
1990,3,1308
1990,4,1190
1991,1,1203
1991,2,1315
1991,3,1368
1991,4,1269
1992,1,1299
1992,2,1443
1992,3,1436
1992,4,1302
1993,1,1318
1993,2,1459
1993,3,1481
1993,4,1434
1994,1,1414
1994,2,1524
1994,3,1496
1994,4,1407
1995,1,1402
1995,2,1621
1995,3,1605
1995,4,1503
1996,1,1443
1996,2,1629
1996,3,1644
1996,4,1557
1997,1,1560
1997,2,1686
1997,3,1667
1997,4,1631
1998,1,1658
1998,2,1763
1998,3,1667
1998,4,1614
1999,1,1692
1999,2,1809
1999,3,1758
1999,4,1686
2000,1,1684
2000,2,1813
2000,3,1847
2000,4,1795
2001,1,1837
2001,2,1909
2001,3,1912
2001,4,1784
2002,1,1888
2002,2,1992
2002,3,1936
2002,4,1865
2003,1,1875
2003,2,2030
2003,3,2006
2003,4,1965
2004,1,1951
2004,2,2083
2004,3,2037
2004,4,1964
2005,1,1965
2005,2,2095
2005,3,2091
2005,4,2064
2006,1,2058
2006,2,2190
2006,3,2172
2006,4,2136
2007,1,2108
2007,2,2274
2007,3,2283
2007,4,2232
2008,1,2235
2008,2,2329
2008,3,2281
2008,4,2266
2009,1,2227
2009,2,2420
2009,3,2439
2009,4,2414
2010,1,2384
2010,2,2496
2010,3,2479
2010,4,2455
2011,1,2459
2011,2,2565
2011,3,2547
2011,4,2526
2012,1,2543
2012,2,2677
2012,3,2649
2012,4,2581
2013,1,2585
2013,2,2722
2013,3,2719
2013,4,2636
2014,1,2690
2014,2,2833
2014,3,2812
2014,4,2736
2015,1,2759
2015,2,2880
2015,3,2917
2015,4,2849
2016,1,2847
2016,2,2924
2016,3,2960
2016,4,2942
2017,1,2999
2017,2,3098
2017,3,3117
2017,4,3041
2018,1,3065
2018,2,3184
2018,3,3234
2018,4,3199
2019,1,3255
2019,2,3344
2019,3,3329
2019,4,3239
2020,1,3232
2020,2,3390
2020,3,3372
2020,4,3312
