"Year","Quarter","Expenditure"
1950,1,1104
1950,2,1053
1950,3,1161
1950,4,1226
1951,1,1103
1951,2,1066
1951,3,1163
1951,4,1252
1952,1,1135
1952,2,1113
1952,3,1236
1952,4,1298
1953,1,1182
1953,2,1118
1953,3,1243
1953,4,1306
1954,1,1170
1954,2,1140
1954,3,1240
1954,4,1309
1955,1,1183
1955,2,1154
1955,3,1291
1955,4,1348
1956,1,1229
1956,2,1196
1956,3,1282
1956,4,1354
1957,1,1232
1957,2,1180
1957,3,1306
1957,4,1410
1958,1,1249
1958,2,1222
1958,3,1324
1958,4,1388
1959,1,1231
1959,2,1212
1959,3,1322
1959,4,1389
1960,1,1272
1960,2,1261
1960,3,1338
1960,4,1402
1961,1,1295
1961,2,1294
1961,3,1371
1961,4,1453
1962,1,1361
1962,2,1306
1962,3,1436
1962,4,1517
1963,1,1344
1963,2,1303
1963,3,1431
1963,4,1501
1964,1,1390
1964,2,1352
1964,3,1424
1964,4,1495
1965,1,1401
1965,2,1380
1965,3,1482
1965,4,1559
1966,1,1443
1966,2,1416
1966,3,1500
1966,4,1571
1967,1,1432
1967,2,1434
1967,3,1572
1967,4,1585
1968,1,1472
1968,2,1382
1968,3,1549
1968,4,1606
1969,1,1533
1969,2,1500
1969,3,1560
1969,4,1640
1970,1,1544
1970,2,1499
1970,3,1593
1970,4,1696
1971,1,1584
1971,2,1528
1971,3,1655
1971,4,1710
1972,1,1584
1972,2,1543
1972,3,1636
1972,4,1715
1973,1,1579
1973,2,1569
1973,3,1702
1973,4,1761
1974,1,1627
1974,2,1593
1974,3,1683
1974,4,1762
1975,1,1668
1975,2,1591
1975,3,1728
1975,4,1811
1976,1,1690
1976,2,1615
1976,3,1718
1976,4,1800
1977,1,1696
1977,2,1663
1977,3,1778
1977,4,1863
1978,1,1727
1978,2,1704
1978,3,1820
1978,4,1912
1979,1,1785
1979,2,1733
1979,3,1817
1979,4,1891
1980,1,1764
1980,2,1741
1980,3,1864
1980,4,1920
1981,1,1794
1981,2,1807
1981,3,1882
1981,4,1935
1982,1,1809
1982,2,1801
1982,3,1900
1982,4,2017
1983,1,1888
1983,2,1813
1983,3,1964
1983,4,2016
1984,1,1891
1984,2,1848
1984,3,1951
1984,4,2038
1985,1,1934
1985,2,1915
1985,3,2052
1985,4,2114
1986,1,1969
1986,2,1919
1986,3,2023
1986,4,2085
1987,1,1948
1987,2,1919
1987,3,2068
1987,4,2140
1988,1,2024
1988,2,1990
1988,3,2078
1988,4,2183
1989,1,2064
1989,2,2018
1989,3,2125
1989,4,2214
1990,1,2097
1990,2,2047
1990,3,2169
1990,4,2262
1991,1,2124
1991,2,2052
1991,3,2136
1991,4,2219
1992,1,2142
1992,2,2120
1992,3,2215
1992,4,2334
1993,1,2213
1993,2,2186
1993,3,2297
1993,4,2371
1994,1,2236
1994,2,2181
1994,3,2265
1994,4,2369
1995,1,2251
1995,2,2202
1995,3,2334
1995,4,2417
1996,1,2315
1996,2,2245
1996,3,2330
1996,4,2405
1997,1,2292
1997,2,2246
1997,3,2376
1997,4,2454
1998,1,2368
1998,2,2360
1998,3,2448
1998,4,2503
1999,1,2403
1999,2,2388
1999,3,2511
1999,4,2593
2000,1,2469
2000,2,2447
2000,3,2579
2000,4,2612
2001,1,2484
2001,2,2442
2001,3,2582
2001,4,2624
2002,1,2512
2002,2,2470
2002,3,2577
2002,4,2703
2003,1,2591
2003,2,2558
2003,3,2619
2003,4,2708
2004,1,2594
2004,2,2588
2004,3,2692
2004,4,2726
2005,1,2614
2005,2,2613
2005,3,2718
2005,4,2799
2006,1,2710
2006,2,2657
2006,3,2760
2006,4,2838
2007,1,2704
2007,2,2663
2007,3,2779
2007,4,2890
2008,1,2747
2008,2,2719
2008,3,2839
2008,4,2929
2009,1,2823
2009,2,2774
2009,3,2897
2009,4,2944
2010,1,2856
2010,2,2813
2010,3,2923
2010,4,3017
2011,1,2905
2011,2,2875
2011,3,2990
2011,4,3086
2012,1,2952
2012,2,2928
2012,3,3073
2012,4,3117
2013,1,3011
2013,2,2957
2013,3,3063
2013,4,3176
2014,1,3047
2014,2,3024
2014,3,3101
2014,4,3189
2015,1,3092
2015,2,3052
2015,3,3154
2015,4,3230
2016,1,3118
2016,2,3121
2016,3,3248
2016,4,3307
2017,1,3223
2017,2,3162
2017,3,3240
2017,4,3343
2018,1,3224
2018,2,3214
2018,3,3300
2018,4,3410
2019,1,3289
2019,2,3238
2019,3,3341
2019,4,3448
2020,1,3327
2020,2,3315
2020,3,3445
2020,4,3530
