"Year","Quarter","Expenditure"
1950,1,844
1950,2,799
1950,3,824
1950,4,784
1951,1,856
1951,2,810
1951,3,836
1951,4,787
1952,1,866
1952,2,822
1952,3,842
1952,4,799
1953,1,869
1953,2,821
1953,3,847
1953,4,797
1954,1,871
1954,2,827
1954,3,847
1954,4,807
1955,1,881
1955,2,840
1955,3,859
1955,4,820
1956,1,894
1956,2,845
1956,3,858
1956,4,822
1957,1,893
1957,2,845
1957,3,868
1957,4,831
1958,1,898
1958,2,852
1958,3,886
1958,4,828
1959,1,907
1959,2,849
1959,3,890
1959,4,846
1960,1,911
1960,2,852
1960,3,885
1960,4,848
1961,1,918
1961,2,867
1961,3,887
1961,4,852
1962,1,924
1962,2,880
1962,3,905
1962,4,868
1963,1,932
1963,2,888
1963,3,910
1963,4,868
1964,1,947
1964,2,886
1964,3,905
1964,4,868
1965,1,943
1965,2,895
1965,3,923
1965,4,885
1966,1,958
1966,2,903
1966,3,929
1966,4,892
1967,1,967
1967,2,908
1967,3,935
1967,4,895
1968,1,970
1968,2,907
1968,3,940
1968,4,905
1969,1,972
1969,2,934
1969,3,961
1969,4,914
1970,1,985
1970,2,931
1970,3,954
1970,4,911
1971,1,984
1971,2,937
1971,3,961
1971,4,925
1972,1,995
1972,2,941
1972,3,976
1972,4,929
1973,1,998
1973,2,957
1973,3,978
1973,4,926
1974,1,1006
1974,2,955
1974,3,988
1974,4,934
1975,1,1014
1975,2,966
1975,3,991
1975,4,941
1976,1,1009
1976,2,966
1976,3,1004
1976,4,962
1977,1,1031
1977,2,972
1977,3,1009
1977,4,957
1978,1,1019
1978,2,977
1978,3,1010
1978,4,970
1979,1,1048
1979,2,996
1979,3,1028
1979,4,974
1980,1,1046
1980,2,999
1980,3,1033
1980,4,990
1981,1,1057
1981,2,1004
1981,3,1030
1981,4,996
1982,1,1063
1982,2,1023
1982,3,1049
1982,4,999
1983,1,1070
1983,2,1021
1983,3,1056
1983,4,1016
1984,1,1084
1984,2,1028
1984,3,1047
1984,4,1016
1985,1,1092
1985,2,1036
1985,3,1058
1985,4,1027
1986,1,1092
1986,2,1041
1986,3,1078
1986,4,1025
1987,1,1105
1987,2,1046
1987,3,1079
1987,4,1042
1988,1,1102
1988,2,1061
1988,3,1095
1988,4,1043
1989,1,1118
1989,2,1071
1989,3,1093
1989,4,1052
1990,1,1127
1990,2,1075
1990,3,1104
1990,4,1069
1991,1,1131
1991,2,1078
1991,3,1109
1991,4,1066
1992,1,1139
1992,2,1096
1992,3,1119
1992,4,1078
1993,1,1155
1993,2,1100
1993,3,1135
1993,4,1089
1994,1,1156
1994,2,1100
1994,3,1126
1994,4,1085
1995,1,1165
1995,2,1109
1995,3,1143
1995,4,1101
1996,1,1183
1996,2,1130
1996,3,1163
1996,4,1113
1997,1,1188
1997,2,1128
1997,3,1163
1997,4,1126
1998,1,1191
1998,2,1145
1998,3,1171
1998,4,1136
1999,1,1206
1999,2,1151
1999,3,1172
1999,4,1134
2000,1,1212
2000,2,1159
2000,3,1187
2000,4,1139
2001,1,1219
2001,2,1153
2001,3,1183
2001,4,1147
2002,1,1230
2002,2,1185
2002,3,1211
2002,4,1156
2003,1,1245
2003,2,1187
2003,3,1203
2003,4,1165
2004,1,1244
2004,2,1201
2004,3,1224
2004,4,1181
2005,1,1246
2005,2,1208
2005,3,1234
2005,4,1186
2006,1,1257
2006,2,1211
2006,3,1238
2006,4,1191
2007,1,1264
2007,2,1221
2007,3,1252
2007,4,1203
2008,1,1275
2008,2,1232
2008,3,1262
2008,4,1206
2009,1,1283
2009,2,1247
2009,3,1273
2009,4,1225
2010,1,1299
2010,2,1253
2010,3,1267
2010,4,1226
2011,1,1304
2011,2,1248
2011,3,1282
2011,4,1241
2012,1,1311
2012,2,1255
2012,3,1292
2012,4,1262
2013,1,1318
2013,2,1279
2013,3,1311
2013,4,1260
2014,1,1330
2014,2,1281
2014,3,1310
2014,4,1269
2015,1,1350
2015,2,1295
2015,3,1324
2015,4,1285
2016,1,1353
2016,2,1310
2016,3,1331
2016,4,1279
2017,1,1359
2017,2,1315
2017,3,1343
2017,4,1304
2018,1,1370
2018,2,1330
2018,3,1356
2018,4,1312
2019,1,1385
2019,2,1338
2019,3,1366
2019,4,1321
2020,1,1400
2020,2,1347
2020,3,1373
2020,4,1325
